ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing
69,M,BLACK,33-37,3,False,6.0,High,High School Diploma,3 or more,,More than 3 years,10 or more,6 or more,3 or more,3,4,5 or more,False,False,1,4 or more,False,1,2 or more,True,False,False,False,False,False,False,True,False,True,False,True,4 or more,10 or more,3 or more,3 or more,344.8571429,0.571428597,0.0,0.0,0.0,0.186412593,0.453914664,False,False,False,False,False,1,0,0,0,0,0,0
70,F,WHITE,48 or older,25,False,3.0,Standard,Less than HS diploma,0,,1-2 years,7,5,0,4,1,3,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,3 or more,78.28571429,0.0,0.0,0.0,0.0,0.708029197,0.999771898,False,True,False,False,True,1,1,0,0,0,0,0
71,M,WHITE,38-42,12,False,,,High School Diploma,2,Violent/Non-Sex,Less than 1 year,8,6 or more,2,1,4,5 or more,False,True,2,4 or more,False,1,0,True,False,True,False,True,True,True,False,False,False,False,False,0,0,0,0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,False,False,1,0,0,0,0,0,0
72,M,WHITE,33-37,14,False,8.0,Specialized,Less than HS diploma,0,Other,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,0,5 or more,False,True,2,3,False,2,0,True,False,False,False,True,False,False,True,False,True,False,True,4 or more,10 or more,0,1,68.66666667,0.0,0.0,0.0,0.0,0.964805825,0.221632282,False,False,False,False,False,0,0,0,0,0,0,0
73,M,BLACK,33-37,6,False,10.0,Standard,Less than HS diploma,3 or more,Property,1-2 years,8,1,0,5 or more,1,1,False,False,3 or more,0,False,3 or more,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,120.6,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,1,0,0,0,0,0,0
74,M,WHITE,38-42,12,False,7.0,High,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,4,5 or more,False,True,3 or more,4 or more,True,3 or more,2 or more,True,False,True,False,False,True,False,True,False,False,False,False,0,1,3 or more,0,70.5,0.25,0.0,0.0,0.0,0.943262411,1.0,False,True,True,False,False,1,0,0,0,0,0,0
75,M,BLACK,43-47,4,False,5.0,Standard,High School Diploma,0,,More than 3 years,6,6 or more,3 or more,2,4,2,True,True,3 or more,4 or more,True,0,2 or more,True,False,True,True,False,True,False,False,False,False,False,False,0,0,0,0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
76,M,WHITE,43-47,6,False,10.0,Specialized,At least some college,3 or more,,More than 3 years,10 or more,6 or more,0,5 or more,1,4,False,False,3 or more,2,False,3 or more,0,False,False,False,False,False,False,False,False,False,False,False,False,0,6,0,1,34.15789474,0.0,0.052631579,0.052631579,0.0,0.25577812,0.562788906,False,False,False,False,False,1,0,0,0,0,0,0
77,F,WHITE,43-47,9,False,9.0,Specialized,High School Diploma,2,Property,1-2 years,10 or more,3,1,5 or more,5 or more,3,False,False,3 or more,2,False,3 or more,2 or more,False,False,False,False,False,True,True,False,False,False,True,False,2,10 or more,0,0,95.75,0.0,0.0,0.0,0.0,0.381201044,0.953655352,False,True,False,True,False,1,1,0,0,0,0,0
78,M,BLACK,33-37,5,False,9.0,Specialized,Less than HS diploma,1,Property,More than 3 years,8,5,1,2,4,5 or more,False,False,3 or more,4 or more,False,2,2 or more,True,False,False,True,False,True,False,False,False,False,False,True,3,10 or more,3 or more,0,55.54545455,0.121212125,0.0,0.0,0.0,0.605564648,0.597790507,False,False,False,False,False,1,0,0,0,0,0,0
80,M,BLACK,33-37,12,False,5.0,Standard,High School Diploma,2,Property,1-2 years,6,4,1,2,2,1,False,False,1,2,False,1,1,True,False,False,False,False,True,True,True,False,False,False,True,0,1,0,1,33.47368421,0.0,0.0,0.0,0.0,0.878930818,0.574292453,False,False,False,False,False,1,0,0,0,0,0,0
81,M,BLACK,33-37,12,False,5.0,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,True,False,3 or more,4 or more,True,3 or more,1,True,True,False,False,True,True,False,True,False,False,False,False,0,0,0,2,32.2,0.0,0.0,0.0,0.0,0.01242236,1.0,False,True,True,False,False,0,0,0,0,0,0,0
82,M,BLACK,33-37,3,False,1.0,Standard,High School Diploma,1,Property,Greater than 2 to 3 years,10 or more,1,3 or more,4,0,5 or more,False,False,3 or more,3,False,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,0,0,3 or more,0,471.5,0.0,0.5,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
83,M,WHITE,48 or older,12,False,10.0,Standard,At least some college,3 or more,Property,1-2 years,10 or more,6 or more,2,5 or more,1,5 or more,False,False,3 or more,2,False,3 or more,0,True,False,False,False,False,True,False,False,False,False,True,False,4 or more,0,0,0,73.82310992,0.120894191,9.154e-06,,,1.0,1.0,False,True,True,False,False,0,0,1,1,1,1,1
84,M,BLACK,38-42,3,False,7.0,High,High School Diploma,0,Drug,Greater than 2 to 3 years,10 or more,2,2,2,5 or more,5 or more,False,True,2,2,True,1,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,4,0,1,69.3,0.0,0.0,0.0,0.0,0.227994228,0.527056277,False,False,False,False,False,1,0,0,0,0,0,0
85,F,BLACK,33-37,3,False,1.0,,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,0,5 or more,False,False,3 or more,4 or more,True,3 or more,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,232.059330892,0.182829984,0.015173692,0.019507859,0.004042702,0.0,0.0,False,True,True,False,False,1,1,1,1,1,1,1
86,M,WHITE,43-47,14,False,6.0,High,High School Diploma,0,Drug,1-2 years,9,6 or more,1,3,3,5 or more,False,False,2,4 or more,False,2,1,True,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,0,0,37.25,0.0,0.0,0.0,0.0,1.0,1.634228188,False,True,False,False,True,1,0,0,0,0,0,0
87,M,WHITE,28-32,14,False,5.0,Standard,High School Diploma,0,Drug,Less than 1 year,7,6 or more,1,4,2,1,False,False,2,4 or more,False,2,2 or more,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,2,132.3333333,0.0,0.0,0.0,0.0,1.0,0.920025189,False,False,False,False,False,0,0,0,0,0,0,0
88,F,BLACK,33-37,3,False,7.0,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,10 or more,6 or more,2,5 or more,1,5 or more,False,False,3 or more,2,True,3 or more,1,True,False,False,False,False,True,False,True,False,False,False,False,0,0,0,2,185.5,0.0,0.0,0.0,0.0,0.859838275,0.984501348,False,True,False,True,False,1,1,0,0,0,0,0
89,M,BLACK,33-37,4,False,6.0,High,High School Diploma,1,Drug,1-2 years,10 or more,6 or more,2,5 or more,2,5 or more,True,False,3 or more,4 or more,False,2,1,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,372.75,0.0,0.0,0.0,0.0,0.071763917,0.244969819,False,True,False,True,False,0,0,0,0,0,0,0
90,M,BLACK,43-47,3,False,1.0,High,High School Diploma,3 or more,Drug,1-2 years,7,6 or more,3 or more,0,4,4,False,True,1,1,False,0,2 or more,True,False,True,False,False,True,True,False,False,False,False,False,0,6,3 or more,0,33.04545455,0.045454547,0.0,0.0,0.0,0.894085282,1.004814305,False,False,False,False,False,1,0,0,0,0,0,0
91,M,WHITE,33-37,4,False,9.0,Standard,High School Diploma,1,Property,1-2 years,8,5,0,5 or more,2,3,False,False,2,2,False,3 or more,0,False,False,False,False,True,True,True,False,False,False,False,False,0,6,0,1,33.15,0.0,0.0,0.0,0.0,0.876319759,0.550904977,False,False,False,False,False,1,0,0,0,0,0,0
92,M,BLACK,38-42,3,False,5.0,Standard,Less than HS diploma,2,Drug,Less than 1 year,10 or more,6 or more,2,1,1,5 or more,False,True,0,3,True,0,0,True,False,True,False,True,True,False,False,False,False,False,False,0,0,0,1,25.6,0.0,0.0,0.0,0.0,0.2890625,0.951171875,False,True,False,False,True,1,0,0,0,0,0,0
93,M,WHITE,33-37,16,False,4.0,Standard,High School Diploma,2,Other,Less than 1 year,6,2,1,1,0,2,False,True,1,1,False,1,0,False,False,True,False,True,True,False,False,False,False,False,False,0,10 or more,0,0,34.2,0.06666667,0.0,0.0,0.0,0.651072125,1.423976608,False,True,False,False,True,1,0,0,0,0,0,0
94,M,WHITE,28-32,6,False,6.0,High,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,2,4,4,5 or more,False,True,1,4 or more,False,2,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,7.857142857,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,1,0,0,0,0,0,0
95,M,BLACK,33-37,6,False,6.0,High,Less than HS diploma,0,,1-2 years,10 or more,1,2,1,5 or more,1,False,False,3 or more,0,True,0,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,1,45.85714286,0.071428575,0.0,0.0,0.0,1.0,0.568925234,False,True,False,False,True,1,0,0,0,0,0,0
96,M,WHITE,43-47,14,False,10.0,Specialized,High School Diploma,0,Property,1-2 years,10 or more,6 or more,0,5 or more,2,5 or more,True,False,3 or more,3,False,3 or more,1,True,False,False,False,False,True,True,False,False,False,False,False,0,6,0,2,137.2222222,0.0,0.0,0.0,0.0,0.153036437,0.295748988,False,True,True,False,False,1,0,0,0,0,0,0
97,F,WHITE,28-32,4,False,10.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,0,4,2,5 or more,False,False,2,3,False,3 or more,2 or more,True,False,False,False,True,True,True,False,False,False,False,True,4 or more,10 or more,0,0,30.6,0.100000001,0.200000003,0.0,0.100000001,0.173202614,2.0,False,False,False,False,False,1,1,0,0,0,0,0
98,M,WHITE,33-37,24,False,8.0,High,High School Diploma,0,Other,1-2 years,6,5,0,0,5 or more,3,False,True,2,3,False,0,2 or more,True,False,True,True,False,True,False,False,False,False,False,False,0,6,0,0,40.25,0.0,0.0,0.0,0.0,1.0,3.0,False,True,True,False,False,0,0,0,0,0,0,0
99,M,WHITE,48 or older,5,False,6.0,High,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,0,3,False,False,2,4 or more,False,3 or more,0,True,False,False,False,False,False,True,False,False,False,True,False,0,0,0,0,264.949094899,0.185670661,,0.000466788,0.078012978,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1
100,M,WHITE,48 or older,11,False,6.0,Specialized,High School Diploma,1,Drug,More than 3 years,10 or more,6 or more,2,0,5 or more,5 or more,False,True,3 or more,4 or more,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,3,5,0,1,43.57142857,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0
101,F,BLACK,33-37,12,False,5.0,Standard,At least some college,0,Property,Less than 1 year,4,2,0,3,0,3,False,False,2,1,False,2,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,38.4,0.0,0.0,0.0,0.0,1.0,0.951171875,False,False,False,False,False,1,1,0,0,0,0,0
102,M,WHITE,48 or older,17,False,3.0,Standard,High School Diploma,2,Drug,Less than 1 year,9,5,1,4,5 or more,2,False,False,3 or more,3,False,3 or more,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,1,23.73333333,0.0,0.0,0.0,0.0,1.0,1.0,False,True,False,True,False,0,0,0,0,0,0,0
103,M,WHITE,38-42,16,False,4.0,Standard,Less than HS diploma,3 or more,,Less than 1 year,5,2,3 or more,0,3,1,True,False,3 or more,1,True,0,1,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,,0.193197534,0.000223425,,,0.0,0.0,False,True,False,False,True,0,0,1,1,1,1,1
104,M,BLACK,33-37,6,False,8.0,High,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,7,6 or more,2,3,0,5 or more,False,False,1,2,True,1,0,True,False,False,False,False,False,True,True,False,True,True,False,0,0,0,1,164.2,0.100000001,0.0,0.0,0.0,0.974421437,0.444884287,False,False,False,False,False,1,0,0,0,0,0,0
105,F,BLACK,43-47,11,False,6.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,2,5 or more,2,2,False,False,3 or more,2,True,3 or more,2 or more,False,False,False,False,True,True,False,True,False,False,False,False,0,0,0,1,23.0,0.0,0.5,0.0,0.0,0.673913043,1.0,True,True,False,True,False,0,1,0,0,0,0,0
106,M,WHITE,43-47,17,False,2.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,95.33333333,0.0,0.0,0.0,0.0,1.0,1.0,False,True,False,True,False,0,0,0,0,0,0,0
107,F,WHITE,38-42,16,True,8.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,10 or more,6 or more,2,4,3,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,2,4,2,1,24.73333333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,1,0,0,0,0,0
108,M,BLACK,48 or older,6,False,4.0,Standard,High School Diploma,3 or more,,1-2 years,3,1,0,0,4,0,False,False,2,1,True,0,2 or more,False,True,False,False,False,True,True,False,False,False,False,True,0,0,0,1,117.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0
109,F,WHITE,43-47,16,False,10.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,False,False,False,False,False,False,False,False,0,2,0,1,142.4285714,0.0,0.0,0.142857149,0.0,0.459378134,0.366349047,True,True,False,True,False,1,1,0,0,0,0,0
110,M,BLACK,48 or older,11,False,4.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,5 or more,3,5 or more,False,False,3 or more,4 or more,True,3 or more,1,True,False,False,False,True,False,True,True,False,False,False,False,0,0,0,1,66.8,0.0,0.0,0.0,0.0,0.395209581,1.0,False,True,True,False,False,1,0,0,0,0,0,0
111,M,WHITE,33-37,17,False,6.0,High,High School Diploma,1,,1-2 years,10 or more,6 or more,2,1,5 or more,5 or more,False,False,3 or more,4 or more,True,0,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,3 or more,64.2,0.0,0.0,0.06666667,0.0,0.473520249,0.379283489,False,True,False,True,False,1,0,0,0,0,0,0
112,M,BLACK,38-42,21,False,10.0,Specialized,At least some college,0,Property,1-2 years,10 or more,1,0,5 or more,0,1,False,False,3 or more,1,False,3 or more,0,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,131.328495885,0.058408958,0.000570267,,0.0218252,0.0,0.0,False,True,False,False,True,1,0,1,1,1,1,1
113,M,WHITE,33-37,25,True,10.0,Specialized,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,1,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,4 or more,2,3 or more,3 or more,36.75,0.375,0.0,0.125,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
114,M,BLACK,43-47,5,False,3.0,,High School Diploma,1,Drug,Greater than 2 to 3 years,10 or more,6 or more,0,1,5 or more,5 or more,False,False,3 or more,4 or more,False,0,2 or more,True,False,False,True,False,False,False,False,False,False,True,True,0,0,0,0,115.375,0.0,0.0,0.0,0.0,0.275189599,0.791440953,False,False,False,False,False,1,0,0,0,0,0,0
115,M,WHITE,38-42,12,True,8.0,High,Less than HS diploma,0,Property,Less than 1 year,10 or more,5,3 or more,5 or more,0,5 or more,False,False,3 or more,2,True,3 or more,0,True,False,False,False,True,True,True,False,False,True,True,True,4 or more,0,0,2,,0.630105672,0.019659227,0.04965005,0.046839465,0.0,0.0,False,True,False,False,True,1,0,1,1,1,1,1
116,M,WHITE,48 or older,16,False,8.0,,Less than HS diploma,3 or more,,Less than 1 year,10 or more,6 or more,3 or more,5 or more,1,5 or more,True,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,0,2,19.66666667,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,1,0,0,0,0,0,0
117,M,BLACK,48 or older,16,False,4.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,4,True,True,3 or more,1,True,3 or more,1,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,2,121.75,0.0,0.0,0.0,0.0,0.159137577,0.375,True,True,True,False,False,1,0,0,0,0,0,0
118,M,WHITE,48 or older,2,False,2.0,Standard,Less than HS diploma,3 or more,Drug,1-2 years,4,6 or more,2,0,2,5 or more,False,True,3 or more,4 or more,True,0,2 or more,True,True,True,True,False,True,True,False,False,False,False,False,0,4,0,1,50.73333333,0.0,0.0,0.033333335,0.0,0.484888305,0.239980289,False,True,False,False,True,0,0,0,0,0,0,0
119,M,BLACK,48 or older,16,False,1.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,9,6 or more,3 or more,3,3,5 or more,False,False,2,4 or more,False,0,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,54.39347697,0.211152142,,,0.001701439,0.318376068,0.780448718,True,False,False,False,False,1,0,1,1,1,1,1
120,M,WHITE,48 or older,10,False,3.0,Standard,High School Diploma,1,Drug,Less than 1 year,10 or more,3,2,2,3,2,True,False,3 or more,2,True,1,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,1,10.1,0.0,0.0,0.0,0.0,0.811881188,2.0,False,True,True,False,False,0,0,0,0,0,0,0
121,M,BLACK,38-42,5,False,,,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,9,6 or more,2,5 or more,1,5 or more,True,True,3 or more,4 or more,True,3 or more,1,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,1,14.375,0.0,0.0,0.0,0.0,0.617391304,1.0,False,False,False,False,False,1,0,0,0,0,0,0
122,M,BLACK,33-37,3,False,5.0,,High School Diploma,3 or more,,1-2 years,5,6 or more,0,2,4,5 or more,False,False,2,4 or more,False,1,2 or more,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,30.518172749,,0.003745927,0.000497587,0.000765372,0.815384615,0.624358974,False,False,False,False,False,1,0,1,1,1,1,1
123,M,BLACK,28-32,5,False,9.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,4,3,5 or more,True,True,1,4 or more,False,2,1,True,True,False,False,True,True,True,True,True,True,False,False,0,0,0,1,74.83333333,0.0,0.0,0.0,0.0,0.665924276,1.626948775,False,True,False,True,False,0,0,0,0,0,0,0
124,M,WHITE,33-37,22,False,10.0,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,10 or more,5,1,5 or more,2,3,False,True,1,3,True,3 or more,2 or more,True,True,True,True,False,True,True,False,False,True,False,False,0,0,0,3 or more,55.57894737,0.0,0.0,0.052631579,0.0,1.0,1.383522727,True,True,False,False,True,1,0,0,0,0,0,0
125,M,WHITE,48 or older,1,False,6.0,High,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,False,False,3 or more,4 or more,True,3 or more,0,True,False,False,False,False,True,True,False,False,False,False,False,4 or more,0,0,1,64.035602218,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,1,0,0,0,0
126,M,WHITE,33-37,11,True,10.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,8,6 or more,0,5 or more,1,2,False,False,3 or more,2,False,3 or more,1,True,False,False,False,True,True,False,False,False,True,False,True,0,7,3 or more,3 or more,47.93333333,0.200000003,0.0,0.0,0.0,0.970792768,0.507997218,False,True,False,False,True,1,0,0,0,0,0,0
127,F,WHITE,38-42,16,,6.0,High,At least some college,3 or more,Drug,1-2 years,9,4,1,3,4,3,False,False,3 or more,1,False,1,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,9,0,0,48.55555556,0.0,0.0,0.0,0.0,1.0,1.671624714,False,False,False,False,False,1,1,0,0,0,0,0
128,M,WHITE,48 or older,16,False,5.0,High,High School Diploma,1,Property,More than 3 years,6,4,1,5 or more,0,0,True,False,3 or more,4 or more,True,3 or more,0,False,True,False,True,False,False,False,False,False,False,False,False,4 or more,5,0,2,37.32142857,0.0,0.035714287,0.035714287,0.0,0.411483254,0.699043062,False,True,False,True,False,1,0,0,0,0,0,0
129,M,WHITE,33-37,16,False,6.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,6,6 or more,0,3,3,5 or more,False,False,1,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,False,True,False,False,False,False,2,6,3 or more,3 or more,80.6,0.0,0.0,0.200000003,0.0,0.109181141,0.906327543,False,True,True,False,False,1,0,0,0,0,0,0
130,M,WHITE,33-37,16,False,6.0,Standard,High School Diploma,2,Other,Greater than 2 to 3 years,10 or more,6 or more,1,3,4,5 or more,False,False,3 or more,4 or more,False,1,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,0,5,1,1,10.4,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,1,0,0,0,0,0,0
131,F,BLACK,43-47,5,,8.0,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,1,2,1,0,0,2,False,False,1,0,True,0,0,False,False,False,False,False,True,False,True,False,False,False,False,0,4,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,1,0,0,0,0,0
