Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,Prison_Offense_Missing
M,WHITE,33-37,16,False,4.0,Standard,High School Diploma,2,Other,Less than 1 year,6,2,1,1,0,2,False,True,1,1,False,1,0,False,False,True,False,True,True,False,False,False,False,False,False,0,10 or more,0,0,34.2,0.06666667,0.0,0.0,0.0,0.651072125,1.423976608,False,True,False,False,True,0,0,0
M,WHITE,28-32,6,False,6.0,High,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,2,4,4,5 or more,False,True,1,4 or more,False,2,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,7.857142857,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,0,0,0
M,WHITE,43-47,14,False,10.0,Specialized,High School Diploma,0,Property,1-2 years,10 or more,6 or more,0,5 or more,2,5 or more,True,False,3 or more,3,False,3 or more,1,True,False,False,False,False,True,True,False,False,False,False,False,0,6,0,2,137.2222222,0.0,0.0,0.0,0.0,0.153036437,0.295748988,False,True,True,False,False,0,0,0
F,WHITE,28-32,4,False,10.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,0,4,2,5 or more,False,False,2,3,False,3 or more,2 or more,True,False,False,False,True,True,True,False,False,False,False,True,4 or more,10 or more,0,0,30.6,0.100000001,0.200000003,0.0,0.100000001,0.173202614,2.0,False,False,False,False,False,0,0,0
M,WHITE,33-37,24,False,8.0,High,High School Diploma,0,Other,1-2 years,6,5,0,0,5 or more,3,False,True,2,3,False,0,2 or more,True,False,True,True,False,True,False,False,False,False,False,False,0,6,0,0,40.25,0.0,0.0,0.0,0.0,1.0,3.0,False,True,True,False,False,0,0,0
M,WHITE,48 or older,11,False,6.0,Specialized,High School Diploma,1,Drug,More than 3 years,10 or more,6 or more,2,0,5 or more,5 or more,False,True,3 or more,4 or more,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,3,5,0,1,43.57142857,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
F,BLACK,33-37,12,False,5.0,Standard,At least some college,0,Property,Less than 1 year,4,2,0,3,0,3,False,False,2,1,False,2,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,38.4,0.0,0.0,0.0,0.0,1.0,0.951171875,False,False,False,False,False,0,0,0
M,WHITE,48 or older,17,False,3.0,Standard,High School Diploma,2,Drug,Less than 1 year,9,5,1,4,5 or more,2,False,False,3 or more,3,False,3 or more,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,1,23.73333333,0.0,0.0,0.0,0.0,1.0,1.0,False,True,False,True,False,0,0,0
M,BLACK,33-37,6,False,8.0,High,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,7,6 or more,2,3,0,5 or more,False,False,1,2,True,1,0,True,False,False,False,False,False,True,True,False,True,True,False,0,0,0,1,164.2,0.100000001,0.0,0.0,0.0,0.974421437,0.444884287,False,False,False,False,False,0,0,0
F,BLACK,43-47,11,False,6.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,2,5 or more,2,2,False,False,3 or more,2,True,3 or more,2 or more,False,False,False,False,True,True,False,True,False,False,False,False,0,0,0,1,23.0,0.0,0.5,0.0,0.0,0.673913043,1.0,True,True,False,True,False,0,0,0
M,WHITE,43-47,17,False,2.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,95.33333333,0.0,0.0,0.0,0.0,1.0,1.0,False,True,False,True,False,0,0,0
F,WHITE,38-42,16,True,8.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,10 or more,6 or more,2,4,3,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,2,4,2,1,24.73333333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,48 or older,6,False,4.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,3,1,0,0,4,0,False,False,2,1,True,0,2 or more,False,True,False,False,False,True,True,False,False,False,False,True,0,0,0,1,117.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,1
F,WHITE,43-47,16,False,10.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,False,False,False,False,False,False,False,False,0,2,0,1,142.4285714,0.0,0.0,0.142857149,0.0,0.459378134,0.366349047,True,True,False,True,False,0,0,0
M,BLACK,48 or older,11,False,4.0,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,5 or more,3,5 or more,False,False,3 or more,4 or more,True,3 or more,1,True,False,False,False,True,False,True,True,False,False,False,False,0,0,0,1,66.8,0.0,0.0,0.0,0.0,0.395209581,1.0,False,True,True,False,False,0,0,0
M,WHITE,33-37,17,False,6.0,High,High School Diploma,1,Property,1-2 years,10 or more,6 or more,2,1,5 or more,5 or more,False,False,3 or more,4 or more,True,0,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,0,0,3 or more,64.2,0.0,0.0,0.06666667,0.0,0.473520249,0.379283489,False,True,False,True,False,0,0,1
M,WHITE,33-37,25,True,10.0,Specialized,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,1,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,4 or more,2,3 or more,3 or more,36.75,0.375,0.0,0.125,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,48 or older,16,False,4.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,4,True,True,3 or more,1,True,3 or more,1,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,2,121.75,0.0,0.0,0.0,0.0,0.159137577,0.375,True,True,True,False,False,0,0,0
M,WHITE,48 or older,2,False,2.0,Standard,Less than HS diploma,3 or more,Drug,1-2 years,4,6 or more,2,0,2,5 or more,False,True,3 or more,4 or more,True,0,2 or more,True,True,True,True,False,True,True,False,False,False,False,False,0,4,0,1,50.73333333,0.0,0.0,0.033333335,0.0,0.484888305,0.239980289,False,True,False,False,True,0,0,0
M,WHITE,48 or older,10,False,3.0,Standard,High School Diploma,1,Drug,Less than 1 year,10 or more,3,2,2,3,2,True,False,3 or more,2,True,1,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,1,10.1,0.0,0.0,0.0,0.0,0.811881188,2.0,False,True,True,False,False,0,0,0
M,BLACK,28-32,5,False,9.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,4,3,5 or more,True,True,1,4 or more,False,2,1,True,True,False,False,True,True,True,True,True,True,False,False,0,0,0,1,74.83333333,0.0,0.0,0.0,0.0,0.665924276,1.626948775,False,True,False,True,False,0,0,0
M,WHITE,33-37,22,False,10.0,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,10 or more,5,1,5 or more,2,3,False,True,1,3,True,3 or more,2 or more,True,True,True,True,False,True,True,False,False,True,False,False,0,0,0,3 or more,55.57894737,0.0,0.0,0.052631579,0.0,1.0,1.383522727,True,True,False,False,True,0,0,0
M,WHITE,33-37,11,True,10.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,8,6 or more,0,5 or more,1,2,False,False,3 or more,2,False,3 or more,1,True,False,False,False,True,True,False,False,False,True,False,True,0,7,3 or more,3 or more,47.93333333,0.200000003,0.0,0.0,0.0,0.970792768,0.507997218,False,True,False,False,True,0,0,0
M,WHITE,48 or older,16,False,5.0,High,High School Diploma,1,Property,More than 3 years,6,4,1,5 or more,0,0,True,False,3 or more,4 or more,True,3 or more,0,False,True,False,True,False,False,False,False,False,False,False,False,4 or more,5,0,2,37.32142857,0.0,0.035714287,0.035714287,0.0,0.411483254,0.699043062,False,True,False,True,False,0,0,0
M,WHITE,33-37,16,False,6.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,6,6 or more,0,3,3,5 or more,False,False,1,4 or more,False,3 or more,2 or more,True,False,False,False,False,True,False,True,False,False,False,False,2,6,3 or more,3 or more,80.6,0.0,0.0,0.200000003,0.0,0.109181141,0.906327543,False,True,True,False,False,0,0,0
M,WHITE,33-37,16,False,6.0,Standard,High School Diploma,2,Other,Greater than 2 to 3 years,10 or more,6 or more,1,3,4,5 or more,False,False,3 or more,4 or more,False,1,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,0,5,1,1,10.4,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,0,0,0
F,BLACK,33-37,16,False,8.0,Specialized,Less than HS diploma,3 or more,Property,1-2 years,9,4,0,5 or more,1,5 or more,False,False,3 or more,4 or more,False,3 or more,1,True,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,2,3 or more,19.76,0.0,0.079999998,0.0,0.0,0.74291498,0.73937247,True,False,False,False,False,0,0,0
F,WHITE,38-42,23,False,10.0,Specialized,High School Diploma,0,Drug,More than 3 years,10 or more,6 or more,0,5 or more,1,2,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,True,True,True,False,False,False,0,3,0,1,123.0555556,0.0,0.0,0.0,0.0,0.296613995,0.16489842,False,True,False,False,True,0,0,0
M,WHITE,38-42,16,False,6.0,Specialized,High School Diploma,0,Drug,More than 3 years,7,3,0,0,4,5 or more,False,True,3 or more,1,False,0,2 or more,True,False,False,True,False,False,False,False,False,False,False,False,0,10 or more,0,3 or more,9.752212389,0.0,0.0,0.0,0.0,1.0,2.320099819,False,False,False,False,False,0,0,1
M,WHITE,33-37,12,False,5.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,5,5,1,2,1,5 or more,True,False,2,2,False,2,1,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,120.758746432,0.032795904,0.010188437,3.35e-07,0.000784585,1.0,2.0,False,True,True,False,False,1,1,0
M,WHITE,33-37,6,False,8.0,High,High School Diploma,0,Other,More than 3 years,7,5,0,0,5 or more,5 or more,False,False,2,2,False,0,2 or more,True,False,True,True,False,True,True,False,False,True,False,False,2,0,0,0,13.6,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,0,0,0
M,WHITE,38-42,22,False,10.0,Specialized,Less than HS diploma,0,Property,Less than 1 year,8,6 or more,1,5 or more,2,5 or more,False,False,3 or more,3,False,3 or more,1,True,False,False,False,False,False,True,False,False,True,False,True,3,0,3 or more,0,68.875,0.125,0.0,0.125,0.0,0.0,0.0,False,False,False,False,False,0,0,0
F,WHITE,43-47,16,True,9.0,Specialized,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,6,4,0,1,2,4,False,False,3 or more,2,False,1,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,2,10 or more,3 or more,3 or more,3.152317881,0.022075055,0.0,0.008830022,0.006622517,1.0,0.767331933,False,False,False,False,False,0,0,0
M,WHITE,43-47,14,False,5.0,Standard,At least some college,1,Violent/Non-Sex,More than 3 years,5,6 or more,3 or more,3,0,2,True,True,2,1,True,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0,7,0,0,45.08333333,0.0,0.0,0.0,0.0,0.924214418,1.350277264,False,True,False,True,False,0,0,0
M,WHITE,33-37,14,False,3.0,Standard,At least some college,3 or more,Drug,Less than 1 year,4,4,1,1,2,0,False,False,0,3,False,0,0,False,False,False,False,False,True,False,True,False,False,False,False,2,6,0,0,10.48148148,0.0,0.0,0.037037037,0.0,1.0,2.0,False,True,False,False,True,0,0,0
F,WHITE,38-42,16,False,3.0,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,3,1,5 or more,0,5 or more,False,False,3 or more,2,False,3 or more,0,False,False,False,False,True,True,False,True,False,False,False,False,0,0,0,1,13.3902439,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,0,0,0
M,WHITE,28-32,3,False,6.0,Specialized,Less than HS diploma,3 or more,Violent/Sex,More than 3 years,6,6 or more,2,2,3,5 or more,False,True,1,2,False,0,1,True,False,False,False,False,True,False,True,True,False,False,True,4 or more,7,3 or more,3 or more,35.75,0.0,0.0,0.0,0.0,0.713286713,1.0,False,True,True,False,False,0,0,0
M,BLACK,33-37,4,True,5.0,Standard,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,6,5,2,2,2,5 or more,False,False,3 or more,1,True,1,1,False,False,False,False,False,True,True,False,False,True,False,True,4 or more,4,0,0,91.254274385,0.25,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0
M,BLACK,48 or older,4,False,2.0,Specialized,Less than HS diploma,0,Property,More than 3 years,10 or more,6 or more,2,5 or more,1,5 or more,False,False,3 or more,2,True,3 or more,0,False,False,False,False,False,True,True,False,True,False,True,True,3,0,0,0,17.3,0.050000001,0.0,0.0,0.0,0.329479769,1.0,False,False,False,False,False,0,0,0
M,WHITE,48 or older,4,False,6.0,High,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,2,5 or more,2,5 or more,True,False,0,4 or more,True,0,0,True,True,False,False,False,True,True,True,False,False,False,False,0,1,0,2,231.0,0.0,0.0,0.0,0.333333343,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,38-42,4,True,5.0,High,High School Diploma,3 or more,Other,Less than 1 year,7,6 or more,3 or more,2,2,5 or more,True,True,3 or more,4 or more,True,1,1,True,False,True,False,False,False,True,False,False,True,True,False,0,10 or more,3 or more,0,70.2,0.200000003,0.400000006,0.0,0.0,0.555555556,2.0,False,True,False,True,False,0,0,0
M,WHITE,48 or older,3,False,7.0,High,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,2,3,0,5 or more,False,False,3 or more,4 or more,True,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,246.4,0.0,0.0,0.0,0.0,0.995941558,0.296469156,False,False,False,False,False,0,0,0
M,BLACK,33-37,5,True,8.0,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,7,1,2,1,1,2,True,True,0,1,True,0,0,True,False,True,False,False,True,True,True,False,False,False,False,0,10 or more,0,0,34.37931034,0.068965517,0.0,0.0,0.0,0.037111334,0.366349047,False,True,False,False,True,0,0,0
M,WHITE,38-42,8,True,2.0,Standard,High School Diploma,2,Property,Less than 1 year,8,6 or more,0,5 or more,0,0,False,False,2,4 or more,False,3 or more,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,171.319209259,0.520712358,0.002846418,0.015620568,0.017488612,0.0,0.0,False,True,True,False,False,1,1,0
M,BLACK,43-47,3,False,6.0,High,High School Diploma,0,Drug,1-2 years,10 or more,5,3 or more,3,3,5 or more,False,False,3 or more,1,True,3 or more,0,True,False,True,False,False,True,True,True,False,False,False,False,0,0,0,0,170.75,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,43-47,6,False,2.0,Standard,At least some college,3 or more,Drug,Less than 1 year,3,6 or more,2,0,4,1,False,True,1,2,True,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,7.375,0.0,0.0,0.0,0.0,0.406779661,1.0,False,False,False,False,False,0,0,0
M,BLACK,48 or older,16,False,10.0,Specialized,At least some college,1,Property,More than 3 years,10 or more,0,0,5 or more,1,4,False,False,3 or more,0,False,3 or more,0,True,False,False,True,False,True,False,False,False,False,False,False,0,10 or more,3 or more,0,7.4,0.0,0.022222223,0.0,0.0,0.384384384,3.0,True,True,True,False,False,0,0,0
F,WHITE,33-37,23,False,3.0,Standard,At least some college,2,Property,Less than 1 year,10 or more,6 or more,0,5 or more,2,4,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,False,True,False,False,False,True,True,True,4 or more,10 or more,0,0,17.86363636,0.0,0.045454547,0.0,0.0,0.544529262,1.858778626,False,True,False,False,True,0,0,0
M,BLACK,28-32,12,True,10.0,Specialized,High School Diploma,0,Property,1-2 years,10 or more,3,0,5 or more,0,1,False,True,3 or more,0,False,3 or more,0,False,False,False,False,False,False,False,False,False,True,False,False,2,2,3 or more,1,36.33333333,0.111111112,0.0,0.0,0.0,0.180428135,2.0,False,True,False,True,False,0,0,0
M,BLACK,33-37,12,True,6.0,Specialized,High School Diploma,3 or more,Other,1-2 years,8,6 or more,2,0,3,5 or more,False,True,3 or more,4 or more,True,0,2 or more,True,True,False,False,False,False,False,True,True,True,False,False,4 or more,6,2,1,141.1666667,0.0,0.0,0.0,0.0,0.309327037,0.431227863,False,True,False,False,True,0,0,0
M,BLACK,48 or older,14,False,2.0,Standard,High School Diploma,2,Other,Less than 1 year,4,6 or more,0,0,0,3,False,False,1,4 or more,False,0,0,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,0,0,0
M,WHITE,28-32,25,False,5.0,Standard,High School Diploma,0,Property,Less than 1 year,5,6 or more,1,2,0,5 or more,False,False,2,4 or more,True,1,0,True,False,False,False,False,False,False,True,False,False,False,False,0,7,0,0,35.46153846,0.07692308,0.0,0.0,0.15384616,0.472885033,0.792299349,False,True,True,False,False,0,0,0
M,WHITE,48 or older,2,False,8.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,10 or more,3,3 or more,5 or more,1,3,False,True,3 or more,3,True,3 or more,0,True,False,False,False,False,False,False,False,True,True,False,False,0,1,0,3 or more,15.22222222,0.0,0.0,0.0,0.0,0.839416058,1.777372263,False,True,False,True,False,0,0,0
M,WHITE,38-42,11,False,5.0,Standard,High School Diploma,3 or more,Drug,Less than 1 year,9,6 or more,1,4,5 or more,3,True,True,3 or more,3,True,3 or more,1,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,1,62.14285714,0.0,0.0,0.0,0.0,1.0,3.35862069,False,True,False,True,False,0,0,0
M,BLACK,38-42,6,False,4.0,Standard,At least some college,1,Other,Less than 1 year,7,5,1,2,3,5 or more,False,False,2,2,True,2,2 or more,False,False,False,False,True,True,False,False,False,False,False,False,0,0,0,0,62.8,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,28-32,4,False,6.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,9,6 or more,2,5 or more,0,5 or more,True,False,3 or more,4 or more,True,3 or more,0,False,True,False,False,False,True,False,True,True,True,False,False,4 or more,5,0,3 or more,101.375,0.125,0.0,0.0,0.0,0.950678175,0.450369914,True,True,False,False,True,0,0,0
M,WHITE,38-42,16,False,4.0,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,4,6 or more,3 or more,0,1,4,True,False,3 or more,4 or more,True,0,1,True,True,False,False,False,True,True,True,False,False,False,False,0,6,0,0,32.83333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,48 or older,4,False,6.0,High,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,8,6 or more,2,5 or more,1,5 or more,False,False,3 or more,4 or more,True,3 or more,1,True,False,False,False,False,False,True,False,False,False,False,False,0,2,0,1,17.97183099,0.0,0.0,0.0,0.0,0.145768025,0.286246082,True,False,False,False,False,0,0,0
M,BLACK,23-27,4,True,6.0,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,2,1,0,1,1,1,False,False,0,1,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,3,0,0,3 or more,146.474658288,0.181143802,0.035777414,0.035375413,0.002709574,0.0,0.0,False,True,False,True,False,1,1,0
M,WHITE,38-42,4,False,9.0,Specialized,Less than HS diploma,2,Property,Greater than 2 to 3 years,8,6 or more,2,5 or more,3,3,True,True,3 or more,3,True,3 or more,2 or more,True,False,True,False,False,True,True,False,False,False,False,False,3,6,0,1,92.6,0.0,0.0,0.0,0.0,0.792656587,1.183315335,False,False,False,False,False,0,0,0
M,WHITE,28-32,12,True,6.0,High,High School Diploma,1,Violent/Non-Sex,1-2 years,6,5,1,2,3,5 or more,False,False,1,1,True,1,2 or more,True,False,True,False,True,True,True,True,False,False,False,False,2,0,0,0,55.0,0.5,0.0,0.5,0.0,1.0,1.0,False,True,True,False,False,0,0,0
M,WHITE,28-32,12,False,8.0,High,At least some college,1,Violent/Non-Sex,1-2 years,8,6 or more,1,0,5 or more,4,True,False,3 or more,2,True,0,2 or more,True,False,False,False,False,True,False,True,False,False,False,False,4 or more,0,0,0,115.7142857,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
